date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2022-10-05,FL,0,39055,71468,0,-0,182.99,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-06,FL,0,39055,71468,0,-0,182.99,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-07,FL,0,39055,71468,0,0.09,182.99,33.86,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-08,FL,0,39055,71468,0,0.09,182.99,33.86,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-09,FL,0,39055,71468,0,0.09,182.99,33.86,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-10,FL,237,39055,71705,0.61,0.18,183.6,70,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-11,FL,0,39055,71705,0,0.18,183.6,70,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-12,FL,0,39055,71705,0,0.18,183.6,70,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-13,FL,253,39055,71958,0.65,0.18,184.25,70,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-14,FL,0,39055,71958,0,0.18,184.25,70,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-15,FL,0,39055,71958,0,0.18,184.25,70,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-16,FL,0,39055,71958,0,0.18,184.25,70,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-17,FL,237,39055,72195,0.61,0.17,184.85,66.71,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-18,FL,0,39055,72195,0,0.17,184.85,66.71,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-19,FL,0,39055,72195,0,0.17,184.85,66.71,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-20,FL,230,39055,72425,0.59,0.17,185.44,66.71,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-21,FL,0,39055,72425,0,0.17,185.44,65.29,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-22,FL,0,39055,72425,0,0.17,185.44,65.29,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-23,FL,0,39055,72425,0,0.17,185.44,65.29,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-24,FL,227,39055,72652,0.58,0.18,186.02,69.29,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-25,FL,0,39055,72652,0,0.18,186.02,69.29,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-26,FL,0,39055,72652,0,0.18,186.02,69.29,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-27,FL,258,39055,72910,0.66,0.18,186.69,69.29,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-28,FL,0,39055,72910,0,0.09,186.69,36.86,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-29,FL,0,39055,72910,0,0.09,186.69,36.86,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-30,FL,0,39055,72910,0,0.09,186.69,36.86,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-10-31,FL,0,39055,72910,0,0.04,186.69,17.14,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-01,FL,0,39055,72910,0,0.04,186.69,17.14,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-02,FL,0,39055,72910,0,0.04,186.69,17.14,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-03,FL,120,39055,73030,0.31,0.04,186.99,17.14,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-04,FL,0,39055,73030,0,0.07,186.99,27,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-05,FL,0,39055,73030,0,0.07,186.99,27,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-06,FL,0,39055,73030,0,0.07,186.99,27,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-07,FL,69,39055,73099,0.18,0.11,187.17,43,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-08,FL,0,39055,73099,0,0.11,187.17,43,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-09,FL,0,39055,73099,0,0.11,187.17,43,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-10,FL,232,39055,73331,0.59,0.11,187.76,43,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-11,FL,0,39055,73331,0,0.08,187.76,33.14,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-12,FL,0,39055,73331,0,0.08,187.76,33.14,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-13,FL,0,39055,73331,0,0.08,187.76,33.14,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-14,FL,0,39055,73331,0,0.1,187.76,37.57,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-15,FL,0,39055,73331,0,0.1,187.76,37.57,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-16,FL,0,39055,73331,0,0.1,187.76,37.57,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-17,FL,263,39055,73594,0.67,0.1,188.44,37.57,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-18,FL,0,39055,73594,0,0.1,188.44,37.57,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-19,FL,0,39055,73594,0,0.1,188.44,37.57,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-20,FL,0,39055,73594,0,0.1,188.44,37.57,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-21,FL,0,39055,73594,0,0.08,188.44,29.57,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-22,FL,0,39055,73594,0,0.08,188.44,29.57,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-23,FL,0,39055,73594,0,0.08,188.44,29.57,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-24,FL,207,39055,73801,0.53,0.08,188.97,29.57,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-25,FL,0,39055,73801,0,0.08,188.97,29.57,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-26,FL,0,39055,73801,0,0.08,188.97,29.57,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-27,FL,0,39055,73801,0,0.08,188.97,29.57,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-28,FL,0,39055,73801,0,0.04,188.97,16.86,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-29,FL,0,39055,73801,0,0.04,188.97,16.86,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-11-30,FL,0,39055,73801,0,0.04,188.97,16.86,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-01,FL,118,39055,73919,0.3,0.04,189.27,16.86,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-02,FL,0,39055,73919,0,0.04,189.27,16.86,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-03,FL,0,39055,73919,0,0.04,189.27,16.86,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-04,FL,0,39055,73919,0,0.04,189.27,16.86,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-05,FL,0,39055,73919,0,-0,189.27,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-06,FL,0,39055,73919,0,-0,189.27,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-07,FL,0,39055,73919,0,-0,189.27,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-08,FL,0,39055,73919,0,-0,189.27,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-09,FL,0,39055,73919,0,-0,189.27,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-10,FL,0,39055,73919,0,0.01,189.27,4,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-11,FL,0,39055,73919,0,0.03,189.27,10.14,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-12,FL,0,39055,73919,0,0.07,189.27,25.86,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-13,FL,28,39055,73947,0.07,0.09,189.34,33.57,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-14,FL,43,39055,73990,0.11,0.09,189.45,33.57,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-15,FL,110,39055,74100,0.28,0.09,189.73,33.57,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-16,FL,54,39055,74154,0.14,0.09,189.87,33.57,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-17,FL,0,39055,74154,0,0.08,189.87,29.57,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-18,FL,0,39055,74154,0,0.06,189.87,23.43,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-19,FL,0,39055,74154,0,0.02,189.87,7.71,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-20,FL,0,39055,74154,0,-0,189.87,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-21,FL,0,39055,74154,0,-0,189.87,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-22,FL,0,39055,74154,0,-0,189.87,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-23,FL,0,39055,74154,0,-0,189.87,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-24,FL,0,39055,74154,0,-0,189.87,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-25,FL,0,39055,74154,0,-0,189.87,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-26,FL,0,39055,74154,0,-0,189.87,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-27,FL,0,39055,74154,0,-0,189.87,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-28,FL,0,39055,74154,0,-0,189.87,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-29,FL,0,39055,74154,0,-0,189.87,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-30,FL,0,39055,74154,0,-0,189.87,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2022-12-31,FL,0,39055,74154,0,-0,189.87,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-01,FL,0,39055,74154,0,-0,189.87,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-02,FL,0,39055,74154,0,-0,189.87,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-03,FL,0,39055,74154,0,-0,189.87,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-04,FL,0,39055,74154,0,-0,189.87,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-05,FL,0,39055,74154,0,-0,189.87,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-06,FL,0,39055,74154,0,-0,189.87,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-07,FL,0,39055,74154,0,-0,189.87,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-08,FL,0,39055,74154,0,-0,189.87,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-09,FL,0,39055,74154,0,0.03,189.87,13.14,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-10,FL,0,39055,74154,0,0.03,189.87,13.14,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-11,FL,0,39055,74154,0,0.03,189.87,13.14,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-12,FL,92,39055,74246,0.24,0.03,190.11,13.14,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-13,FL,0,39055,74246,0,0.03,190.11,13.14,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-14,FL,0,39055,74246,0,0.03,190.11,13.14,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-15,FL,0,39055,74246,0,0.03,190.11,13.14,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-16,FL,0,39055,74246,0,-0,190.11,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-17,FL,0,39055,74246,0,-0,190.11,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-18,FL,0,39055,74246,0,-0,190.11,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-19,FL,0,39055,74246,0,-0,190.11,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-20,FL,0,39055,74246,0,-0,190.11,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-21,FL,0,39055,74246,0,-0,190.11,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-22,FL,0,39055,74246,0,-0,190.11,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-23,FL,0,39055,74246,0,0.01,190.11,4.14,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-24,FL,0,39055,74246,0,0.01,190.11,4.14,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-25,FL,0,39055,74246,0,0.01,190.11,4.14,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-26,FL,29,39055,74275,0.07,0.01,190.18,4.14,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-27,FL,0,39055,74275,0,0.01,190.18,4.14,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-28,FL,0,39055,74275,0,0.01,190.18,4.14,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-29,FL,0,39055,74275,0,0.01,190.18,4.14,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-30,FL,0,39055,74275,0,-0,190.18,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-01-31,FL,0,39055,74275,0,-0,190.18,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-01,FL,0,39055,74275,0,-0,190.18,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-02,FL,0,39055,74275,0,-0,190.18,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-03,FL,0,39055,74275,0,-0,190.18,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-04,FL,0,39055,74275,0,-0,190.18,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-05,FL,0,39055,74275,0,-0,190.18,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-06,FL,0,39055,74275,0,0,190.18,1.86,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-07,FL,0,39055,74275,0,0,190.18,1.86,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-08,FL,0,39055,74275,0,0,190.18,1.86,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-09,FL,13,39055,74288,0.03,0,190.21,1.86,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-10,FL,0,39055,74288,0,0,190.21,1.86,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-11,FL,0,39055,74288,0,0,190.21,1.86,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-12,FL,0,39055,74288,0,0,190.21,1.86,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-13,FL,0,39055,74288,0,-0,190.21,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-14,FL,0,39055,74288,0,-0,190.21,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-15,FL,0,39055,74288,0,-0,190.21,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-16,FL,0,39055,74288,0,-0,190.21,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-17,FL,0,39055,74288,0,-0,190.21,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-18,FL,0,39055,74288,0,-0,190.21,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-19,FL,0,39055,74288,0,-0,190.21,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-20,FL,0,39055,74288,0,0.01,190.21,2.29,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-21,FL,0,39055,74288,0,0.01,190.21,2.29,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-22,FL,0,39055,74288,0,0.01,190.21,2.29,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-23,FL,16,39055,74304,0.04,0.01,190.25,2.29,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-24,FL,0,39055,74304,0,0.01,190.25,2.29,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-25,FL,0,39055,74304,0,0.01,190.25,2.29,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-26,FL,0,39055,74304,0,0.01,190.25,2.29,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-27,FL,0,39055,74304,0,-0,190.25,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-02-28,FL,0,39055,74304,0,-0,190.25,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-01,FL,0,39055,74304,0,-0,190.25,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-02,FL,0,39055,74304,0,-0,190.25,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-03,FL,0,39055,74304,0,-0,190.25,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-04,FL,0,39055,74304,0,-0,190.25,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-05,FL,0,39055,74304,0,-0,190.25,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-06,FL,0,39055,74304,0,0,190.25,1,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-07,FL,0,39055,74304,0,0,190.25,1,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-08,FL,0,39055,74304,0,0,190.25,1,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-09,FL,7,39055,74311,0.02,0,190.27,1,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-10,FL,0,39055,74311,0,0,190.27,1,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-11,FL,0,39055,74311,0,0,190.27,1,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-12,FL,0,39055,74311,0,0,190.27,1,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-13,FL,0,39055,74311,0,-0,190.27,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-14,FL,0,39055,74311,0,-0,190.27,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-15,FL,0,39055,74311,0,-0,190.27,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-16,FL,0,39055,74311,0,-0,190.27,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-17,FL,0,39055,74311,0,-0,190.27,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-18,FL,0,39055,74311,0,-0,190.27,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-19,FL,0,39055,74311,0,-0,190.27,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-20,FL,0,39055,74311,0,-0,190.27,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-21,FL,0,39055,74311,0,-0,190.27,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-22,FL,0,39055,74311,0,-0,190.27,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-23,FL,0,39055,74311,0,-0,190.27,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-24,FL,0,39055,74311,0,-0,190.27,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-25,FL,0,39055,74311,0,-0,190.27,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-26,FL,0,39055,74311,0,-0,190.27,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-27,FL,0,39055,74311,0,-0,190.27,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-28,FL,0,39055,74311,0,-0,190.27,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-29,FL,0,39055,74311,0,-0,190.27,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-30,FL,0,39055,74311,0,-0,190.27,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-03-31,FL,0,39055,74311,0,-0,190.27,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-01,FL,0,39055,74311,0,-0,190.27,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-02,FL,0,39055,74311,0,0,190.27,1.71,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-03,FL,0,39055,74311,0,0,190.27,1.71,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-04,FL,0,39055,74311,0,0,190.27,1.71,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-05,FL,12,39055,74323,0.03,0,190.3,1.71,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-06,FL,0,39055,74323,0,0,190.3,1.71,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-07,FL,0,39055,74323,0,0,190.3,1.71,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-08,FL,0,39055,74323,0,0,190.3,1.71,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-09,FL,0,39055,74323,0,-0,190.3,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-10,FL,0,39055,74323,0,-0,190.3,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-11,FL,0,39055,74323,0,-0,190.3,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-12,FL,0,39055,74323,0,-0,190.3,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-13,FL,0,39055,74323,0,-0,190.3,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-14,FL,0,39055,74323,0,-0,190.3,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-15,FL,0,39055,74323,0,-0,190.3,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-16,FL,0,39055,74323,0,-0,190.3,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-17,FL,0,39055,74323,0,-0,190.3,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-18,FL,0,39055,74323,0,-0,190.3,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-19,FL,0,39055,74323,0,-0,190.3,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-20,FL,0,39055,74323,0,-0,190.3,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-21,FL,0,39055,74323,0,-0,190.3,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-22,FL,0,39055,74323,0,-0,190.3,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-23,FL,0,39055,74323,0,-0,190.3,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-24,FL,0,39055,74323,0,-0,190.3,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-25,FL,0,39055,74323,0,-0,190.3,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-26,FL,0,39055,74323,0,-0,190.3,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-27,FL,0,39055,74323,0,-0,190.3,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-28,FL,0,39055,74323,0,-0,190.3,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-29,FL,0,39055,74323,0,NA,190.3,NA,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-04-30,FL,0,39055,74323,0,NA,190.3,NA,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2023-05-01,FL,0,39055,74323,0,NA,190.3,NA,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2020-12-21,FR,0,329809,0,0,NA,0,NA,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2020-12-22,FR,0,329809,0,0,NA,0,NA,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2020-12-23,FR,0,329809,0,0,NA,0,NA,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2020-12-24,FR,0,329809,0,0,0,0,0,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2020-12-25,FR,0,329809,0,0,0.01,0,19.14,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2020-12-26,FR,0,329809,0,0,0.01,0,47.57,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2020-12-27,FR,0,329809,0,0,0.02,0,75.29,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2020-12-28,FR,134,329809,134,0.04,0.03,0.04,103.57,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2020-12-29,FR,199,329809,333,0.06,0.03,0.1,103.71,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2020-12-30,FR,194,329809,527,0.06,0.03,0.16,103.71,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2020-12-31,FR,198,329809,725,0.06,0.03,0.22,103.71,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2021-01-01,FR,1,329809,726,0,0.03,0.22,85.14,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2021-01-02,FR,0,329809,726,0,0.02,0.22,72,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
2021-01-03,FR,0,329809,726,0,0.02,0.22,77.86,COVID19VaccDosesAdministered,2023-05-02_05-00-10,detailed
